X,Y,Z
459884.14,3642755.78,22.490000000000002
459883.77,3642755.78,20.68
459881.46,3642755.78,9.82
459881.03,3642755.78,7.84
459883.75,3642755.79,22.39
459882.96,3642755.8,18.71
459881.11,3642755.8,9.97
459883.49,3642755.81,23.16
459882.96,3642755.81,20.68
459880.49,3642755.81,9.14
459883.23,3642755.83,23.94
459883.04,3642755.84,24.8
459882.68,3642755.84,23.12
459882.38,3642755.84,21.68
459882.51,3642755.86,24.28
459882.23,3642755.86,22.94
459881.79,3642755.86,20.84
459881.02,3642755.86,17.32
459879.33,3642755.86,9.56
459881.58,3642755.88,21.76
459881.29,3642755.88,20.41
459881.03,3642755.88,19.25
459880.89,3642755.88,18.62
459880.65,3642755.88,17.52
459880.48,3642755.88,16.78
459879.48,3642755.88,12.09
459881.63,3642755.89,23.93
459881.15,3642755.89,21.73
459880.9,3642755.89,20.67
459880.51,3642755.89,18.89
459880.77,3642755.91,21.8
459880.49,3642755.91,20.56
459880.1,3642755.91,18.75
459879.67,3642755.91,16.81
459879.68,3642755.93,18.66
459879.31,3642755.93,16.9
459879.28,3642755.94,18.51
459879.89,3642755.95,23.150000000000002
459918.67,3642754.82,13.02
459918.7,3642754.84,15.57
459918.2,3642754.84,12.74
459918.79,3642754.86,18.27
459918.34,3642754.86,15.790000000000001
459917.98,3642754.85,13.73
459917.79,3642754.85,12.620000000000001
459918.39,3642754.87,18.2
459918.02,3642754.87,16.06
459917.51,3642754.87,13.22
459918.05,3642754.89,18.37
459917.62,3642754.89,15.99
459917.06,3642754.88,12.950000000000001
459916.89,3642754.88,12.040000000000001
459917.21,3642754.9,15.82
459916.68,3642754.9,13.0
459916.45,3642754.9,11.69
459916.79,3642754.92,15.950000000000001
459916.3,3642754.91,13.280000000000001
459916.04,3642754.91,11.86
459916.4,3642754.93,15.99
459915.96,3642754.93,13.59
459915.67,3642754.93,11.98
459915.98,3642754.95,15.98
459915.54,3642754.95,13.6
459914.92,3642754.94,10.19
459915.54,3642754.96,15.67
459915.24,3642754.96,13.99
459915.04,3642754.98,15.07
459914.85,3642754.98,14.040000000000001
459914.66000000003,3642755.0,15.370000000000001
459914.43,3642755.0,14.09
459914.85,3642755.02,18.63
459914.52,3642755.01,16.86
459914.31,3642755.01,15.71
459913.93,3642755.01,13.69
459914.46,3642755.03,18.650000000000002
459914.01,3642755.03,16.240000000000002
459913.56,3642755.03,13.85
459913.35,3642755.03,12.75
459911.95,3642755.03,5.14
459914.09,3642755.05,18.87
459913.54,3642755.05,15.97
459913.85,3642755.07,19.92
459913.54,3642755.06,18.28
459913.14,3642755.06,16.1
459913.0,3642755.06,15.4
459913.4,3642755.08,19.740000000000002
459913.07,3642755.08,17.990000000000002
459912.71,3642755.08,16.14
459912.27,3642755.08,13.73
459912.7,3642755.1,18.16
459912.45,3642755.09,16.81
459909.84,3642755.09,3.0100000000000002
459912.6,3642755.11,19.62
459912.23,3642755.11,17.62
459912.04,3642755.11,16.63
459911.35,3642755.11,12.96
459912.68,3642755.13,22.2
459912.15,3642755.13,19.36
459911.81,3642755.13,17.53
459912.19,3642755.15,21.650000000000002
459911.8,3642755.14,19.580000000000002
459911.37,3642755.14,17.36
459910.06,3642755.14,10.52
459909.86,3642755.13,9.5
459911.9,3642755.16,22.31
459911.43,3642755.16,19.85
459910.94,3642755.16,17.330000000000002
459911.51,3642755.18,22.28
459911.13,3642755.18,20.32
459910.53,3642755.17,17.22
459909.75,3642755.17,13.19
459911.37,3642755.2,23.78
459911.0,3642755.19,21.89
459910.64,3642755.19,20.05
459910.87,3642755.21,23.29
459910.62,3642755.21,22.02
459910.29,3642755.21,20.26
459910.7,3642755.23,24.44
459910.41000000003,3642755.22,22.94
459910.19,3642755.22,21.79
459909.68,3642755.22,19.23
459910.52,3642755.24,25.76
459910.25,3642755.24,24.37
459909.82,3642755.24,22.19
459909.59,3642755.24,20.98
459910.11,3642755.26,25.76
459909.86,3642755.26,24.46
459909.67,3642755.26,23.52
459909.75,3642755.28,26.01
459909.52,3642755.27,24.810000000000002
459909.37,3642755.27,24.09
459909.16000000003,3642755.27,23.02
459909.29,3642755.29,25.85
459908.95,3642755.29,24.12
459908.52,3642755.29,21.85
459908.5,3642755.31,23.95
459908.33,3642755.31,23.09
459908.06,3642755.3,21.69
459907.53,3642755.3,19.02
459906.79,3642755.3,15.16
459908.24,3642755.32,24.7
459908.06,3642755.32,23.82
459907.08,3642755.32,18.77
459906.39,3642755.32,15.24
459906.0,3642755.31,13.24
459907.61,3642755.34,23.61
459907.23,3642755.34,21.61
459906.66000000003,3642755.33,18.71
459906.12,3642755.33,15.94
459905.99,3642755.33,15.290000000000001
459905.33,3642755.33,11.92
459907.04,3642755.35,22.69
459906.24,3642755.35,18.62
459906.54,3642755.37,22.14
459906.01,3642755.37,19.44
459905.86,3642755.36,18.66
459905.39,3642755.36,16.32
459905.61,3642755.38,19.37
459905.04,3642755.38,16.48
459905.3,3642755.4,19.990000000000002
459904.9,3642755.4,17.94
459904.91000000003,3642755.41,20.06
459904.47,3642755.41,17.84
459903.78,3642755.41,14.34
459902.99,3642755.41,10.26
459904.21,3642755.43,18.69
459904.05,3642755.43,17.86
459903.7,3642755.43,16.080000000000002
459903.86,3642755.44,18.97
459903.32,3642755.44,16.18
459903.71,3642755.46,20.080000000000002
459903.54,3642755.46,19.19
459903.28,3642755.46,17.85
459903.11,3642755.48,19.19
459902.87,3642755.48,17.97
459902.41000000003,3642755.47,15.69
459902.0,3642755.49,15.780000000000001
459901.69,3642755.49,14.24
459901.39,3642755.49,12.76
459901.58,3642755.51,15.71
459901.25,3642755.5,14.11
459900.69,3642755.5,11.3
459901.4,3642755.52,16.88
459901.15,3642755.52,15.67
459900.79,3642755.52,13.86
459900.13,3642755.52,10.49
459900.94,3642755.54,16.81
459900.57,3642755.56,17.04
459900.26,3642755.55,15.47
459899.71,3642755.55,12.67
459900.44,3642755.57,18.37
459899.22,3642755.57,12.31
459900.23,3642755.59,19.23
459899.95,3642755.59,17.81
459899.57,3642755.59,15.92
459899.79,3642755.6,18.98
459899.59,3642755.6,17.990000000000002
459899.28,3642755.6,16.48
459899.28,3642755.62,18.46
459898.95,3642755.62,16.85
459898.84,3642755.63,18.39
459898.86,3642755.65,20.5
459898.42,3642755.65,18.37
459898.46,3642755.67,20.56
459897.98,3642755.67,18.25
459895.3,3642755.67,5.12
459898.28,3642755.68,21.71
459898.05,3642755.68,20.56
459897.92,3642755.7,21.830000000000002
459897.64,3642755.7,20.42
459897.31,3642755.7,18.85
459897.4,3642755.71,21.400000000000002
459897.1,3642755.71,19.900000000000002
459896.78,3642755.71,18.38
459894.24,3642755.71,6.0
459896.7,3642755.73,19.95
459896.49,3642755.73,18.94
459896.26,3642755.75,19.84
459896.17,3642755.76,21.490000000000002
459895.99,3642755.76,20.66
459895.8,3642755.76,19.740000000000002
459895.79,3642755.78,21.75
459895.42,3642755.78,19.900000000000002
459895.38,3642755.8,21.740000000000002
459895.11,3642755.8,20.43
459895.19,3642755.81,22.740000000000002
459894.68,3642755.81,20.28
459891.78,3642755.82,8.34
459891.35,3642755.82,6.28
459890.78,3642755.83,3.56
459890.47,3642755.83,2.0
459891.41000000003,3642755.84,8.48
459892.14,3642755.86,13.91
459891.59,3642755.85,11.3
459891.43,3642755.85,10.5
459891.07,3642755.85,8.77
459890.68,3642755.85,6.88
459892.21,3642755.87,16.25
459891.88,3642755.87,14.68
459891.66000000003,3642755.87,13.620000000000001
459891.15,3642755.87,11.17
459891.79,3642755.89,16.2
459890.73,3642755.89,11.1
459890.46,3642755.89,9.76
459892.54,3642755.9,21.81
459891.3,3642755.9,15.9
459890.68,3642755.9,12.9
459889.94,3642755.9,9.35
459890.87,3642755.92,15.73
459890.29,3642755.92,12.950000000000001
459889.78,3642755.92,10.46
459890.17,3642755.93,14.26
459889.94,3642755.93,13.16
459890.7,3642755.95,18.78
459889.8,3642755.95,14.5
459890.3,3642755.97,18.97
459890.06,3642755.97,17.84
459889.38,3642755.97,14.530000000000001
459889.16000000003,3642755.97,13.49
459888.93,3642755.98,14.24
459887.81,3642755.98,8.69
459888.5,3642756.0,14.14
459888.05,3642756.0,11.950000000000001
459889.3,3642756.02,20.06
459888.07,3642756.02,14.08
459889.39,3642756.03,22.490000000000002
459888.86,3642756.03,19.98
459885.77,3642756.03,5.09
459889.26,3642756.05,23.71
459889.07,3642756.05,22.78
459888.85,3642756.05,21.740000000000002
459888.86,3642756.06,23.66
459887.98,3642756.06,19.36
459888.29,3642756.08,22.7
459887.99,3642756.08,21.18
459887.77,3642756.08,20.13
459888.17,3642756.09,23.98
459887.9,3642756.09,22.6
459887.63,3642756.09,21.330000000000002
459887.03,3642756.09,18.59
459887.7,3642756.11,23.650000000000002
459887.36,3642756.11,22.05
459886.62,3642756.11,18.580000000000002
459884.9,3642756.11,10.32
459887.37,3642756.13,23.95
459887.06,3642756.13,22.55
459886.19,3642756.13,18.330000000000002
459884.5,3642756.13,10.33
459884.26,3642756.13,9.23
459884.01,3642756.13,8.06
459886.96,3642756.14,23.96
459886.63,3642756.14,22.39
459886.42,3642756.16,23.22
459886.19,3642756.16,22.12
459882.58,3642756.16,5.0
459883.01,3642756.17,8.88
459882.19,3642756.18,4.95
459884.99,3642756.19,20.28
459884.5,3642756.21,19.92
459884.15,3642756.22,20.12
459884.16000000003,3642756.24,22.17
459883.79,3642756.25,22.39
459883.4,3642756.26,20.53
459883.29,3642756.26,20.02
459883.11,3642756.26,19.12
459883.46,3642756.27,22.77
459883.03,3642756.27,20.62
459882.65,3642756.27,18.79
459880.79,3642756.27,10.17
459883.39,3642756.29,24.23
459883.15,3642756.29,23.03
459882.89,3642756.29,21.71
459882.59,3642756.29,20.34
459882.92,3642756.3,23.7
459882.55,3642756.3,21.98
459882.38,3642756.32,22.91
459882.48,3642756.33,25.150000000000002
459882.18,3642756.33,23.79
459881.88,3642756.35,24.310000000000002
459881.34,3642756.36,23.69
459880.62,3642756.36,20.41
459880.19,3642756.38,20.37
459879.75,3642756.38,18.240000000000002
459879.32,3642756.38,16.26
459879.33,3642756.4,18.01
459918.93,3642755.35,15.9
459919.09,3642755.37,18.96
459918.97,3642755.37,18.31
459918.48,3642755.37,15.58
459918.02,3642755.36,12.93
459918.73,3642755.39,19.36
459918.57,3642755.39,18.48
459918.09,3642755.38,15.73
459917.48,3642755.38,12.27
459916.72,3642755.37,8.06
459916.45,3642755.38,6.62
459918.32,3642755.4,19.080000000000002
459917.79,3642755.4,15.99
459917.32,3642755.4,13.41
459917.03,3642755.39,11.88
459917.37,3642755.41,15.92
459916.82,3642755.41,12.97
459916.56,3642755.41,11.53
459916.4,3642755.43,13.0
459916.12,3642755.43,11.46
459915.99,3642755.44,13.08
459915.67,3642755.44,11.32
459915.58,3642755.46,13.040000000000001
459915.24,3642755.46,11.15
459915.04,3642755.46,10.06
459915.53,3642755.48,14.950000000000001
459915.19,3642755.48,13.05
459914.6,3642755.47,9.85
459915.21,3642755.5,15.5
459914.94,3642755.49,14.06
459914.77,3642755.51,15.41
459914.47,3642755.51,13.82
459915.11,3642755.53,19.41
459914.3,3642755.53,15.040000000000001
459913.12,3642755.52,8.790000000000001
459914.7,3642755.55,19.19
459914.47,3642755.54,17.98
459913.5,3642755.54,12.790000000000001
459914.32,3642755.56,19.29
459914.1,3642755.56,18.150000000000002
459913.72,3642755.56,16.13
459913.99,3642755.58,19.6
459913.55,3642755.57,17.31
459913.55,3642755.59,19.61
459913.18,3642755.59,17.7
459913.21,3642755.61,19.85
459912.95,3642755.61,18.490000000000002
459912.69,3642755.61,17.23
459913.3,3642755.63,22.59
459912.75,3642755.62,19.81
459912.22,3642755.62,16.88
459912.91000000003,3642755.64,22.67
459911.82,3642755.64,16.86
459912.4,3642755.66,22.04
459912.2,3642755.68,23.240000000000002
459911.9,3642755.67,21.650000000000002
459912.08,3642755.69,24.69
459911.72,3642755.69,22.82
459911.46,3642755.69,21.47
459911.64,3642755.71,24.5
459911.21,3642755.71,22.28
459911.08,3642755.72,23.82
459910.94,3642755.72,23.1
459910.81,3642755.74,24.59
459910.49,3642755.74,22.95
459909.91000000003,3642755.74,19.96
459910.54,3642755.76,25.34
459910.06,3642755.75,22.84
459909.88,3642755.77,24.05
459909.55,3642755.77,22.31
459909.27,3642755.77,20.89
459909.7,3642755.79,25.11
459909.52,3642755.79,24.2
459909.07,3642755.78,21.91
459908.75,3642755.78,20.25
459909.34,3642755.8,25.29
459909.22,3642755.8,24.68
459908.95,3642755.82,25.26
459908.77,3642755.82,24.3
459908.02,3642755.81,20.48
459908.4,3642755.83,24.6
459907.28,3642755.83,18.93
459908.07,3642755.85,25.0
459907.9,3642755.85,24.13
459907.66000000003,3642755.85,22.93
459907.32,3642755.85,21.19
459906.87,3642755.84,18.89
459907.27,3642755.86,23.16
459907.04,3642755.86,22.0
459906.85,3642755.88,23.02
459905.99,3642755.88,18.6
459905.71,3642755.87,17.18
459905.94,3642755.89,20.23
459905.74,3642755.89,19.23
459905.43,3642755.89,17.68
459905.2,3642755.89,16.54
459904.97,3642755.89,15.35
459905.55,3642755.91,20.48
459905.4,3642755.91,19.740000000000002
459904.97,3642755.91,17.61
459904.57,3642755.9,15.55
459904.25,3642755.9,13.94
459904.65,3642755.92,18.150000000000002
459904.44,3642755.92,17.05
459903.92,3642755.92,14.41
459903.74,3642755.92,13.530000000000001
459904.26,3642755.94,18.16
459903.93,3642755.94,16.5
459903.54,3642755.94,14.530000000000001
459903.91000000003,3642755.95,18.5
459903.43,3642755.95,16.09
459903.58,3642755.97,19.02
459903.19,3642755.97,16.990000000000002
459902.58,3642755.97,13.91
459902.71,3642755.99,16.73
459902.52,3642755.99,15.76
459902.19,3642755.98,14.07
459902.09,3642755.98,13.57
459902.57,3642756.0,18.01
459902.11,3642756.0,15.72
459901.84,3642756.0,14.370000000000001
459901.38,3642756.0,12.08
459902.25,3642756.02,18.3
459901.75,3642756.02,15.77
459901.35,3642756.01,13.81
459901.79,3642756.03,18.0
459901.33,3642756.03,15.73
459900.9,3642756.03,13.620000000000001
459901.11,3642756.05,16.68
459900.92,3642756.05,15.73
459900.6,3642756.05,14.11
459900.42,3642756.05,13.21
459900.69,3642756.06,16.7
459900.37,3642756.06,15.08
459900.49,3642756.08,17.71
459900.16000000003,3642756.1,18.05
459899.55,3642756.09,15.11
459899.19,3642756.09,13.36
459899.87,3642756.11,18.63
459898.91000000003,3642756.11,14.0
459899.3,3642756.13,17.82
459898.7,3642756.13,14.88
459899.13,3642756.14,19.13
459899.02,3642756.14,18.580000000000002
459898.71,3642756.14,17.09
459898.6,3642756.16,18.57
459898.07,3642756.16,16.03
459898.79,3642756.18,21.45
459898.25,3642756.18,18.87
459898.28,3642756.19,21.080000000000002
459897.82,3642756.19,18.8
459895.12,3642756.19,5.6000000000000005
459897.73,3642756.21,20.51
459897.38,3642756.21,18.740000000000002
459894.72,3642756.2,5.79
459897.52,3642756.23,21.46
459897.27,3642756.22,20.21
459896.96,3642756.22,18.7
459896.59,3642756.22,16.94
459894.37,3642756.22,6.1000000000000005
459894.25,3642756.22,5.5200000000000005
459896.76,3642756.24,19.68
459896.32,3642756.26,19.490000000000002
459896.1,3642756.25,18.43
459896.07,3642756.27,20.28
459895.84,3642756.27,19.150000000000002
459895.61,3642756.27,17.94
459895.55,3642756.29,19.6
459895.71,3642756.3,22.41
459895.44,3642756.3,21.080000000000002
459895.02,3642756.32,21.09
459894.8,3642756.32,19.990000000000002
459894.44,3642756.32,18.27
459894.43,3642756.33,20.28
459890.64,3642756.34,2.0
459894.02,3642756.35,20.16
459891.56,3642756.35,8.370000000000001
459892.22,3642756.36,13.55
459891.21,3642756.36,8.59
459890.85,3642756.36,6.83
459892.06,3642756.38,14.86
459891.89,3642756.38,14.0
459890.8,3642756.38,8.71
459891.93,3642756.4,16.240000000000002
459891.66000000003,3642756.4,14.94
459891.43,3642756.4,13.76
459890.54,3642756.39,9.56
459891.45,3642756.41,15.8
459891.12,3642756.41,14.23
459890.86,3642756.41,12.99
459890.38,3642756.41,10.71
459890.13,3642756.41,9.57
459891.05,3642756.43,15.870000000000001
459890.8,3642756.43,14.65
459890.58,3642756.43,13.63
459890.25,3642756.43,12.14
459891.0,3642756.44,17.740000000000002
459890.32,3642756.44,14.530000000000001
459890.06,3642756.44,13.33
459889.81,3642756.44,12.07
459890.49,3642756.46,17.34
459889.88,3642756.46,14.450000000000001
459889.71,3642756.46,13.620000000000001
459889.21,3642756.46,11.24
459890.59,3642756.48,19.71
459889.45,3642756.48,14.31
459889.31,3642756.48,13.67
459890.13,3642756.49,19.51
459888.81,3642756.49,13.13
459888.61,3642756.49,12.18
459887.94,3642756.49,8.73
459890.15,3642756.51,21.38
459889.82,3642756.51,19.78
459886.96,3642756.51,6.04
459889.77,3642756.52,21.44
459889.36,3642756.52,19.5
459888.98,3642756.54,19.64
459888.59,3642756.55,19.68
459888.14,3642756.55,17.44
459888.96,3642756.57,23.38
459888.35,3642756.57,20.43
459887.8,3642756.57,17.650000000000002
459888.45,3642756.59,22.8
459888.14,3642756.59,21.25
459888.3,3642756.6,23.91
459887.98,3642756.6,22.26
459887.82,3642756.6,21.46
459887.53,3642756.6,20.2
459887.91000000003,3642756.62,23.92
459887.61,3642756.63,24.47
459887.42,3642756.63,23.62
459884.59,3642756.63,10.07
459887.19,3642756.65,24.45
459887.03,3642756.65,23.68
459884.13,3642756.65,9.83
459886.75,3642756.67,24.36
459886.6,3642756.67,23.580000000000002
459883.8,3642756.67,10.32
459883.53,3642756.67,9.01
459883.12,3642756.68,8.92
459885.08,3642756.7,20.34
459882.74,3642756.7,8.99
459884.69,3642756.71,20.23
459882.38,3642756.71,9.11
459882.14,3642756.71,8.040000000000001
459884.23,3642756.73,19.96
459882.02,3642756.73,9.39
459884.33,3642756.74,22.22
459883.83,3642756.74,19.89
459881.64,3642756.75,9.47
459883.91000000003,3642756.76,22.1
459883.36,3642756.76,19.37
459881.43,3642756.76,10.36
459883.84,3642756.78,23.61
459883.44,3642756.78,21.73
459881.02,3642756.78,10.38
459880.73,3642756.78,8.91
459883.49,3642756.79,23.77
459883.03,3642756.81,23.37
459882.6,3642756.81,21.27
459882.81,3642756.82,24.14
459882.67,3642756.82,23.46
459882.51,3642756.82,22.7
459882.27,3642756.82,21.61
459882.02,3642756.82,20.55
459881.71,3642756.82,19.19
459882.61,3642756.84,24.84
459882.33,3642756.84,23.59
459882.17,3642756.85,24.92
459881.84,3642756.85,23.48
459881.09,3642756.85,20.03
459881.68,3642756.87,24.72
459880.97,3642756.87,21.44
459881.31,3642756.89,24.78
459880.25,3642756.89,19.77
459879.98,3642756.89,18.52
459879.76,3642756.9,19.46
459919.0,3642755.85,16.11
459919.09,3642755.87,18.94
459918.57,3642755.87,16.09
459918.7,3642755.89,18.990000000000002
459918.19,3642755.89,16.1
459918.06,3642755.89,15.290000000000001
459918.3,3642755.91,19.04
459917.77,3642755.9,15.91
459916.49,3642755.91,11.24
459915.99,3642755.91,8.370000000000001
459915.39,3642755.93,7.38
459915.97,3642755.95,12.9
459916.05,3642755.97,15.42
459915.61,3642755.96,12.93
459915.66000000003,3642755.98,15.39
459915.18,3642755.98,12.73
459915.59,3642756.0,17.09
459915.09,3642756.0,14.35
459915.22,3642756.02,17.34
459914.86,3642756.01,15.47
459912.52,3642756.01,2.9
459915.18,3642756.03,19.17
459914.83,3642756.03,17.34
459913.14,3642756.02,8.32
459912.5,3642756.03,4.84
459912.28,3642756.03,3.68
459914.77,3642756.05,19.31
459914.51,3642756.05,17.91
459914.09,3642756.04,15.65
459912.19,3642756.04,5.58
459914.37,3642756.06,19.22
459914.19,3642756.06,18.28
459911.8,3642756.06,5.58
459913.95,3642756.08,19.12
459913.79,3642756.08,18.29
459913.52,3642756.08,16.89
459911.31,3642756.07,5.15
459913.59,3642756.1,19.490000000000002
459913.32,3642756.09,18.06
459913.2,3642756.11,19.7
459912.91000000003,3642756.11,18.16
459912.69,3642756.11,17.03
459912.3,3642756.11,14.92
459912.86,3642756.13,20.05
459912.27,3642756.12,16.91
459911.8,3642756.12,14.38
459912.9,3642756.15,22.45
459911.8,3642756.14,16.59
459912.43,3642756.16,22.27
459911.65,3642756.16,18.14
459912.01,3642756.18,22.150000000000002
459911.76,3642756.19,22.98
459911.49,3642756.19,21.580000000000002
459910.76,3642756.19,17.78
459911.73,3642756.21,24.78
459911.05,3642756.21,21.25
459911.17,3642756.23,23.990000000000002
459910.47,3642756.22,20.36
459910.15,3642756.22,18.71
459910.77,3642756.24,23.88
459910.07,3642756.24,20.27
459909.77,3642756.24,18.73
459907.7,3642756.23,7.97
459910.62,3642756.26,25.36
459910.29,3642756.26,23.67
459910.19,3642756.27,25.150000000000002
459909.23,3642756.27,20.12
459909.26,3642756.29,22.55
459908.7,3642756.28,19.67
459909.15,3642756.3,24.02
459908.86,3642756.3,22.52
459906.72,3642756.29,11.58
459908.93,3642756.32,24.89
459908.62,3642756.32,23.330000000000002
459907.71,3642756.31,18.62
459908.47,3642756.34,24.76
459908.24,3642756.33,23.57
459907.81,3642756.33,21.35
459908.11,3642756.35,25.02
459907.64,3642756.37,24.67
459907.15,3642756.36,22.26
459906.84,3642756.38,22.8
459906.6,3642756.38,21.57
459906.28,3642756.38,19.93
459905.57,3642756.38,16.21
459906.17,3642756.4,21.54
459906.04,3642756.4,20.81
459905.25,3642756.39,16.830000000000002
459905.04,3642756.39,15.77
459905.87,3642756.41,22.09
459904.8,3642756.41,16.68
459905.42,3642756.43,21.830000000000002
459904.2,3642756.42,15.66
459903.79,3642756.42,13.63
459904.43,3642756.44,18.75
459904.21,3642756.44,17.650000000000002
459904.01,3642756.44,16.68
459903.81,3642756.44,15.66
459903.5,3642756.44,14.09
459903.25,3642756.44,12.83
459904.05,3642756.46,18.89
459903.8,3642756.46,17.63
459903.63,3642756.46,16.81
459903.45,3642756.45,15.89
459903.69,3642756.47,19.02
459903.18,3642756.47,16.44
459902.86,3642756.47,14.82
459902.57,3642756.47,13.33
459903.31,3642756.49,19.3
459903.11,3642756.49,18.3
459902.73,3642756.49,16.37
459902.89,3642756.5,19.16
459902.64,3642756.5,17.93
459902.33,3642756.5,16.31
459901.93,3642756.5,14.3
459902.43,3642756.52,18.94
459901.85,3642756.52,16.0
459901.78,3642756.53,17.71
459901.42,3642756.53,15.91
459901.45,3642756.55,18.0
459900.03,3642756.55,10.93
459900.95,3642756.57,17.66
459900.42,3642756.56,15.02
459900.6,3642756.58,17.96
459899.97,3642756.58,14.88
459900.3,3642756.6,18.51
459900.15,3642756.6,17.79
459899.92,3642756.6,16.66
459899.79,3642756.61,18.1
459899.14,3642756.63,16.990000000000002
459898.11,3642756.63,11.950000000000001
459899.24,3642756.65,19.57
459898.91000000003,3642756.65,17.900000000000002
459898.71,3642756.66,18.91
459898.37,3642756.68,19.14
459895.46,3642756.68,4.97
459898.3,3642756.69,20.82
459898.02,3642756.69,19.45
459897.88,3642756.69,18.77
459895.54,3642756.69,7.4
459895.1,3642756.69,5.23
459897.66000000003,3642756.71,19.63
459897.49,3642756.71,18.82
459897.24,3642756.71,17.57
459894.35,3642756.72,5.62
459896.7,3642756.74,18.97
459896.31,3642756.74,17.14
459893.87,3642756.73,5.19
459896.45,3642756.76,19.830000000000002
459896.14,3642756.76,18.36
459896.31,3642756.77,21.12
459896.06,3642756.77,19.91
459895.89,3642756.77,19.080000000000002
459895.65,3642756.77,17.93
459895.88,3642756.79,20.88
459895.64,3642756.79,19.76
459895.47,3642756.79,18.91
459895.58,3642756.8,21.62
459895.38,3642756.8,20.6
459895.27,3642756.8,20.05
459895.32,3642756.82,22.330000000000002
459894.77,3642756.82,19.650000000000002
459891.76,3642756.82,5.22
459894.92,3642756.84,22.330000000000002
459894.79,3642756.84,21.68
459894.44,3642756.83,20.01
459894.02,3642756.83,17.96
459894.41000000003,3642756.85,21.830000000000002
459892.49,3642756.87,14.88
459892.23,3642756.87,13.59
459891.42,3642756.86,9.68
459890.33,3642756.87,4.43
459892.07,3642756.88,14.86
459891.9,3642756.88,14.030000000000001
459890.71,3642756.88,8.27
459889.92,3642756.89,4.5
459892.17,3642756.9,17.240000000000002
459891.72,3642756.9,15.07
459891.33,3642756.9,13.23
459890.83,3642756.9,10.74
459891.39,3642756.91,15.41
459891.14,3642756.91,14.19
459890.46,3642756.91,10.91
459891.02,3642756.93,15.46
459890.81,3642756.93,14.46
459890.02,3642756.93,10.71
459889.68,3642756.93,9.05
459888.97,3642756.93,5.6000000000000005
459891.37,3642756.95,19.13
459889.62,3642756.94,10.700000000000001
459889.31,3642756.94,9.28
459888.64,3642756.94,5.96
459890.85,3642756.96,18.57
459889.95,3642756.96,14.35
459888.93,3642756.96,9.36
459890.4,3642756.98,18.37
459889.52,3642756.98,14.18
459889.26,3642756.98,12.89
459889.92,3642756.99,18.080000000000002
459889.1,3642756.99,14.09
459888.65,3642756.99,11.92
459890.1,3642757.01,20.84
459889.83,3642757.01,19.55
459889.52,3642757.01,18.05
459887.68,3642757.01,9.16
459889.74,3642757.02,20.94
459889.45,3642757.02,19.55
459888.95,3642757.04,19.16
459888.69,3642757.04,17.91
459886.76,3642757.04,8.620000000000001
459889.05,3642757.06,21.57
459888.65,3642757.06,19.68
459886.46,3642757.06,9.13
459888.5,3642757.07,20.86
459888.28,3642757.07,19.79
459888.1,3642757.07,18.93
459888.4,3642757.09,22.36
459888.07,3642757.09,20.8
459887.77,3642757.09,19.34
459887.37,3642757.09,17.47
459887.17,3642757.09,16.5
459888.18,3642757.1,23.34
459887.93,3642757.1,22.13
459887.64,3642757.1,20.740000000000002
459887.37,3642757.1,19.5
459887.12,3642757.1,18.330000000000002
459887.99,3642757.12,24.44
459887.71,3642757.12,23.09
459887.55,3642757.12,22.35
459887.13,3642757.12,20.38
459884.99,3642757.12,10.07
459887.63,3642757.14,24.54
459887.34,3642757.14,23.17
459887.21,3642757.15,24.45
459886.86,3642757.15,22.7
459884.13,3642757.15,9.56
459883.86,3642757.15,8.38
459883.81,3642757.17,9.91
459883.33,3642757.17,7.48
459886.2,3642757.18,23.13
459883.49,3642757.18,10.13
459883.2,3642757.18,8.65
459885.51,3642757.2,21.78
459885.17,3642757.2,20.2
459882.77,3642757.2,8.57
459881.64,3642757.2,3.33
459884.77,3642757.21,20.16
459882.44,3642757.21,8.9
459881.2,3642757.21,3.1
459884.36,3642757.23,20.09
459882.07,3642757.23,9.13
459884.18,3642757.24,21.080000000000002
459883.9,3642757.24,19.78
459881.74,3642757.25,9.450000000000001
459883.94,3642757.26,21.71
459883.54,3642757.26,19.68
459883.98,3642757.28,23.92
459883.61,3642757.28,22.05
459883.44,3642757.28,21.21
459883.26,3642757.28,20.3
459883.05,3642757.28,19.3
459883.71,3642757.29,24.54
459883.06,3642757.29,21.330000000000002
459883.25,3642757.31,23.98
459883.11,3642757.32,25.27
459882.82,3642757.32,23.92
459882.82,3642757.34,25.86
459882.38,3642757.36,25.810000000000002
459882.08,3642757.36,24.44
459881.78,3642757.36,23.01
459881.98,3642757.37,25.71
459881.72,3642757.37,24.48
459881.29,3642757.39,24.330000000000002
459879.95,3642757.39,18.11
459880.53,3642757.4,22.55
459879.51,3642757.4,17.79
459879.21,3642757.4,16.4
459919.09,3642756.3,16.41
459918.81,3642756.32,17.06
459918.63,3642756.32,16.05
459918.27,3642756.32,14.030000000000001
459918.79,3642756.34,19.12
459918.43,3642756.33,17.13
459918.14,3642756.33,15.370000000000001
459918.43,3642756.35,19.3
459918.12,3642756.35,17.490000000000002
459917.91000000003,3642756.35,16.26
459917.7,3642756.35,15.05
459917.46,3642756.35,13.69
459916.62,3642756.34,9.16
459916.3,3642756.34,7.38
459918.08,3642756.37,19.27
459917.09,3642756.36,13.700000000000001
